Lay,Row,Col,R_C,Val,SP,Group,Zone,sp,spLen,tte,Mass (ug),Mass (ug/month)
3,203,611,203_611,0.0,1,,,1,31,31,0.0,0.0
3,203,610,203_610,0.0,1,,,1,31,31,0.0,0.0
4,202,611,202_611,0.0,1,,,1,31,31,0.0,0.0
3,202,610,202_610,0.0,1,,,1,31,31,0.0,0.0
4,201,611,201_611,0.0,1,,,1,31,31,0.0,0.0
3,201,610,201_610,0.0,1,,,1,31,31,0.0,0.0
3,200,617,200_617,0.0,1,,,1,31,31,0.0,0.0
3,200,616,200_616,0.0,1,,,1,31,31,0.0,0.0
3,200,615,200_615,0.0,1,,,1,31,31,0.0,0.0
3,199,617,199_617,0.0,1,,,1,31,31,0.0,0.0
3,199,616,199_616,0.0,1,,,1,31,31,0.0,0.0
3,199,615,199_615,0.0,1,,,1,31,31,0.0,0.0
3,198,617,198_617,0.0,1,,,1,31,31,0.0,0.0
3,198,616,198_616,0.0,1,,,1,31,31,0.0,0.0
3,198,615,198_615,0.0,1,,,1,31,31,0.0,0.0
3,203,613,203_613,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
3,203,612,203_612,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
4,202,614,202_614,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
4,202,613,202_613,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
4,202,612,202_612,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
3,201,614,201_614,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
4,201,613,201_613,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
4,201,612,201_612,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
3,200,614,200_614,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
3,200,613,200_613,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
4,200,612,200_612,1608.0,1,4.0,10.0,1,31,31,49848.0,49848.0
2,219,640,219_640,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,219,639,219_639,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,219,638,219_638,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,219,637,219_637,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,219,636,219_636,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,219,635,219_635,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,219,634,219_634,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,218,640,218_640,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,218,639,218_639,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,218,638,218_638,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,218,637,218_637,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,218,636,218_636,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,218,635,218_635,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,218,634,218_634,938.0,1,5.0,25.0,1,31,31,29078.0,29078.0
2,226,642,226_642,0.0,1,,,1,31,31,0.0,0.0
2,226,641,226_641,0.0,1,,,1,31,31,0.0,0.0
2,226,640,226_640,0.0,1,,,1,31,31,0.0,0.0
2,226,639,226_639,0.0,1,,,1,31,31,0.0,0.0
2,226,638,226_638,0.0,1,,,1,31,31,0.0,0.0
2,225,642,225_642,0.0,1,,,1,31,31,0.0,0.0
2,225,641,225_641,0.0,1,,,1,31,31,0.0,0.0
2,225,640,225_640,0.0,1,,,1,31,31,0.0,0.0
2,225,639,225_639,0.0,1,,,1,31,31,0.0,0.0
2,225,638,225_638,0.0,1,,,1,31,31,0.0,0.0
2,224,642,224_642,0.0,1,,,1,31,31,0.0,0.0
2,224,641,224_641,0.0,1,,,1,31,31,0.0,0.0
2,224,640,224_640,0.0,1,,,1,31,31,0.0,0.0
2,224,639,224_639,0.0,1,,,1,31,31,0.0,0.0
2,224,638,224_638,0.0,1,,,1,31,31,0.0,0.0
2,223,642,223_642,0.0,1,,,1,31,31,0.0,0.0
2,223,641,223_641,0.0,1,,,1,31,31,0.0,0.0
2,223,640,223_640,0.0,1,,,1,31,31,0.0,0.0
2,223,639,223_639,0.0,1,,,1,31,31,0.0,0.0
2,223,638,223_638,0.0,1,,,1,31,31,0.0,0.0
2,222,642,222_642,0.0,1,,,1,31,31,0.0,0.0
2,222,641,222_641,0.0,1,,,1,31,31,0.0,0.0
2,222,640,222_640,0.0,1,,,1,31,31,0.0,0.0
2,222,639,222_639,0.0,1,,,1,31,31,0.0,0.0
2,222,638,222_638,0.0,1,,,1,31,31,0.0,0.0
2,224,637,224_637,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,224,636,224_636,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,224,635,224_635,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,224,634,224_634,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,223,637,223_637,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,223,636,223_636,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,223,635,223_635,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,223,634,223_634,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,222,637,222_637,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,222,636,222_636,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,222,635,222_635,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,222,634,222_634,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,221,640,221_640,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,221,639,221_639,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,221,638,221_638,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,221,637,221_637,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,221,636,221_636,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,221,635,221_635,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,221,634,221_634,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,220,640,220_640,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,220,639,220_639,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,220,638,220_638,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,220,637,220_637,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,220,636,220_636,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,220,635,220_635,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,220,634,220_634,469.0,1,5.0,12.0,1,31,31,14539.0,14539.0
2,226,629,226_629,0.0,1,,,1,31,31,0.0,0.0
2,226,628,226_628,0.0,1,,,1,31,31,0.0,0.0
2,226,627,226_627,0.0,1,,,1,31,31,0.0,0.0
2,226,626,226_626,0.0,1,,,1,31,31,0.0,0.0
2,225,629,225_629,0.0,1,,,1,31,31,0.0,0.0
2,225,628,225_628,0.0,1,,,1,31,31,0.0,0.0
2,225,627,225_627,0.0,1,,,1,31,31,0.0,0.0
2,225,626,225_626,0.0,1,,,1,31,31,0.0,0.0
2,224,629,224_629,0.0,1,,,1,31,31,0.0,0.0
2,224,628,224_628,0.0,1,,,1,31,31,0.0,0.0
2,224,627,224_627,0.0,1,,,1,31,31,0.0,0.0
2,224,626,224_626,0.0,1,,,1,31,31,0.0,0.0
2,223,629,223_629,0.0,1,,,1,31,31,0.0,0.0
2,223,628,223_628,0.0,1,,,1,31,31,0.0,0.0
2,223,627,223_627,0.0,1,,,1,31,31,0.0,0.0
2,223,626,223_626,0.0,1,,,1,31,31,0.0,0.0
2,222,629,222_629,0.0,1,,,1,31,31,0.0,0.0
2,222,628,222_628,0.0,1,,,1,31,31,0.0,0.0
2,222,627,222_627,0.0,1,,,1,31,31,0.0,0.0
2,222,626,222_626,0.0,1,,,1,31,31,0.0,0.0
2,221,629,221_629,0.0,1,,,1,31,31,0.0,0.0
2,221,628,221_628,0.0,1,,,1,31,31,0.0,0.0
2,221,627,221_627,0.0,1,,,1,31,31,0.0,0.0
2,221,626,221_626,0.0,1,,,1,31,31,0.0,0.0
2,220,629,220_629,0.0,1,,,1,31,31,0.0,0.0
2,220,628,220_628,0.0,1,,,1,31,31,0.0,0.0
2,220,627,220_627,0.0,1,,,1,31,31,0.0,0.0
2,220,626,220_626,0.0,1,,,1,31,31,0.0,0.0
2,219,629,219_629,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,219,628,219_628,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,219,627,219_627,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,219,626,219_626,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,218,629,218_629,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,218,628,218_628,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,218,627,218_627,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,218,626,218_626,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,217,629,217_629,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,217,628,217_628,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,217,627,217_627,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,217,626,217_626,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,216,629,216_629,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,216,628,216_628,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,216,627,216_627,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,216,626,216_626,2157.0,1,5.0,13.0,1,31,31,66867.0,66867.0
2,215,600,215_600,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,215,599,215_599,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,215,598,215_598,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,215,597,215_597,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,215,596,215_596,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,214,600,214_600,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,214,599,214_599,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,214,598,214_598,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,214,597,214_597,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,214,596,214_596,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,213,600,213_600,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,213,599,213_599,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,213,598,213_598,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,213,597,213_597,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,213,596,213_596,8602.0,1,3.0,9.0,1,31,31,266662.0,266662.0
2,212,599,212_599,0.0,1,,,1,31,31,0.0,0.0
2,212,598,212_598,0.0,1,,,1,31,31,0.0,0.0
2,212,597,212_597,0.0,1,,,1,31,31,0.0,0.0
2,212,596,212_596,0.0,1,,,1,31,31,0.0,0.0
2,212,595,212_595,0.0,1,,,1,31,31,0.0,0.0
2,211,599,211_599,0.0,1,,,1,31,31,0.0,0.0
2,211,598,211_598,0.0,1,,,1,31,31,0.0,0.0
2,211,597,211_597,0.0,1,,,1,31,31,0.0,0.0
2,211,596,211_596,0.0,1,,,1,31,31,0.0,0.0
2,211,595,211_595,0.0,1,,,1,31,31,0.0,0.0
2,210,599,210_599,0.0,1,,,1,31,31,0.0,0.0
2,210,598,210_598,0.0,1,,,1,31,31,0.0,0.0
2,210,597,210_597,0.0,1,,,1,31,31,0.0,0.0
2,210,596,210_596,0.0,1,,,1,31,31,0.0,0.0
2,210,595,210_595,0.0,1,,,1,31,31,0.0,0.0
1,339,174,339_174,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,339,173,339_173,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,339,172,339_172,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,338,174,338_174,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,338,173,338_173,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,338,172,338_172,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,337,174,337_174,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,337,173,337_173,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,337,172,337_172,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,336,174,336_174,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,336,173,336_173,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,336,172,336_172,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,335,174,335_174,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,335,173,335_173,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,335,172,335_172,3471.0,1,2.0,19.0,1,31,31,107601.0,107601.0
1,343,180,343_180,3471.0,1,2.0,18.0,1,31,31,107601.0,107601.0
1,343,179,343_179,3471.0,1,2.0,18.0,1,31,31,107601.0,107601.0
1,342,180,342_180,3471.0,1,2.0,18.0,1,31,31,107601.0,107601.0
1,342,179,342_179,3471.0,1,2.0,18.0,1,31,31,107601.0,107601.0
1,341,180,341_180,3471.0,1,2.0,18.0,1,31,31,107601.0,107601.0
1,341,179,341_179,3471.0,1,2.0,18.0,1,31,31,107601.0,107601.0
1,340,180,340_180,3471.0,1,2.0,18.0,1,31,31,107601.0,107601.0
1,340,179,340_179,3471.0,1,2.0,18.0,1,31,31,107601.0,107601.0
1,339,179,339_179,0.0,1,,,1,31,31,0.0,0.0
1,339,178,339_178,0.0,1,,,1,31,31,0.0,0.0
1,338,179,338_179,0.0,1,,,1,31,31,0.0,0.0
1,338,178,338_178,0.0,1,,,1,31,31,0.0,0.0
1,337,179,337_179,0.0,1,,,1,31,31,0.0,0.0
1,337,178,337_178,0.0,1,,,1,31,31,0.0,0.0
1,339,177,339_177,0.0,1,,,1,31,31,0.0,0.0
1,338,177,338_177,0.0,1,,,1,31,31,0.0,0.0
1,337,177,337_177,0.0,1,,,1,31,31,0.0,0.0
1,336,177,336_177,0.0,1,,,1,31,31,0.0,0.0
1,336,176,336_176,0.0,1,,,1,31,31,0.0,0.0
1,336,175,336_175,0.0,1,,,1,31,31,0.0,0.0
1,342,178,342_178,0.0,1,,,1,31,31,0.0,0.0
1,342,177,342_177,0.0,1,,,1,31,31,0.0,0.0
1,341,178,341_178,0.0,1,,,1,31,31,0.0,0.0
1,341,177,341_177,0.0,1,,,1,31,31,0.0,0.0
1,340,178,340_178,0.0,1,,,1,31,31,0.0,0.0
1,340,177,340_177,0.0,1,,,1,31,31,0.0,0.0
1,339,176,339_176,11800.0,1,2.0,6.0,1,31,31,365800.0,365800.0
1,339,175,339_175,11800.0,1,2.0,6.0,1,31,31,365800.0,365800.0
1,338,176,338_176,11800.0,1,2.0,6.0,1,31,31,365800.0,365800.0
1,338,175,338_175,11800.0,1,2.0,6.0,1,31,31,365800.0,365800.0
1,337,176,337_176,11800.0,1,2.0,6.0,1,31,31,365800.0,365800.0
1,337,175,337_175,11800.0,1,2.0,6.0,1,31,31,365800.0,365800.0
1,342,154,342_154,0.0,1,,,1,31,31,0.0,0.0
1,342,153,342_153,0.0,1,,,1,31,31,0.0,0.0
1,341,154,341_154,0.0,1,,,1,31,31,0.0,0.0
1,341,153,341_153,0.0,1,,,1,31,31,0.0,0.0
1,342,164,342_164,0.0,1,,,1,31,31,0.0,0.0
1,342,163,342_163,0.0,1,,,1,31,31,0.0,0.0
1,342,162,342_162,0.0,1,,,1,31,31,0.0,0.0
1,342,161,342_161,0.0,1,,,1,31,31,0.0,0.0
1,342,160,342_160,0.0,1,,,1,31,31,0.0,0.0
1,342,159,342_159,0.0,1,,,1,31,31,0.0,0.0
1,341,164,341_164,0.0,1,,,1,31,31,0.0,0.0
1,341,163,341_163,0.0,1,,,1,31,31,0.0,0.0
1,341,162,341_162,0.0,1,,,1,31,31,0.0,0.0
1,341,161,341_161,0.0,1,,,1,31,31,0.0,0.0
1,341,160,341_160,0.0,1,,,1,31,31,0.0,0.0
1,341,159,341_159,0.0,1,,,1,31,31,0.0,0.0
1,344,164,344_164,3657.0,1,1.0,14.0,1,31,31,113367.0,113367.0
1,344,163,344_163,3657.0,1,1.0,14.0,1,31,31,113367.0,113367.0
1,344,162,344_162,3657.0,1,1.0,14.0,1,31,31,113367.0,113367.0
1,344,161,344_161,3657.0,1,1.0,14.0,1,31,31,113367.0,113367.0
1,343,164,343_164,3657.0,1,1.0,14.0,1,31,31,113367.0,113367.0
1,343,163,343_163,3657.0,1,1.0,14.0,1,31,31,113367.0,113367.0
1,343,162,343_162,3657.0,1,1.0,14.0,1,31,31,113367.0,113367.0
1,343,161,343_161,3657.0,1,1.0,14.0,1,31,31,113367.0,113367.0
1,344,155,344_155,12900.0,1,1.0,3.0,1,31,31,399900.0,399900.0
1,344,154,344_154,12900.0,1,1.0,3.0,1,31,31,399900.0,399900.0
1,343,156,343_156,12900.0,1,1.0,3.0,1,31,31,399900.0,399900.0
1,343,155,343_155,12900.0,1,1.0,3.0,1,31,31,399900.0,399900.0
1,343,154,343_154,12900.0,1,1.0,3.0,1,31,31,399900.0,399900.0
1,342,156,342_156,12900.0,1,1.0,3.0,1,31,31,399900.0,399900.0
1,342,155,342_155,12900.0,1,1.0,3.0,1,31,31,399900.0,399900.0
1,351,164,351_164,0.0,1,,,1,31,31,0.0,0.0
1,351,163,351_163,0.0,1,,,1,31,31,0.0,0.0
1,351,162,351_162,0.0,1,,,1,31,31,0.0,0.0
1,351,161,351_161,0.0,1,,,1,31,31,0.0,0.0
1,351,160,351_160,0.0,1,,,1,31,31,0.0,0.0
1,351,159,351_159,0.0,1,,,1,31,31,0.0,0.0
1,351,158,351_158,0.0,1,,,1,31,31,0.0,0.0
1,350,164,350_164,0.0,1,,,1,31,31,0.0,0.0
1,350,163,350_163,0.0,1,,,1,31,31,0.0,0.0
1,350,162,350_162,0.0,1,,,1,31,31,0.0,0.0
1,350,161,350_161,0.0,1,,,1,31,31,0.0,0.0
1,350,160,350_160,0.0,1,,,1,31,31,0.0,0.0
1,350,159,350_159,0.0,1,,,1,31,31,0.0,0.0
1,350,158,350_158,0.0,1,,,1,31,31,0.0,0.0
1,349,164,349_164,0.0,1,,,1,31,31,0.0,0.0
1,349,163,349_163,0.0,1,,,1,31,31,0.0,0.0
1,349,162,349_162,0.0,1,,,1,31,31,0.0,0.0
1,349,161,349_161,0.0,1,,,1,31,31,0.0,0.0
1,349,160,349_160,0.0,1,,,1,31,31,0.0,0.0
1,349,159,349_159,0.0,1,,,1,31,31,0.0,0.0
1,349,158,349_158,0.0,1,,,1,31,31,0.0,0.0
1,348,164,348_164,0.0,1,,,1,31,31,0.0,0.0
1,348,163,348_163,0.0,1,,,1,31,31,0.0,0.0
1,348,162,348_162,0.0,1,,,1,31,31,0.0,0.0
1,348,161,348_161,0.0,1,,,1,31,31,0.0,0.0
1,348,160,348_160,0.0,1,,,1,31,31,0.0,0.0
1,348,159,348_159,0.0,1,,,1,31,31,0.0,0.0
1,348,158,348_158,0.0,1,,,1,31,31,0.0,0.0
1,347,164,347_164,0.0,1,,,1,31,31,0.0,0.0
1,347,163,347_163,0.0,1,,,1,31,31,0.0,0.0
1,347,162,347_162,0.0,1,,,1,31,31,0.0,0.0
1,347,161,347_161,0.0,1,,,1,31,31,0.0,0.0
1,347,160,347_160,0.0,1,,,1,31,31,0.0,0.0
1,347,159,347_159,0.0,1,,,1,31,31,0.0,0.0
1,347,158,347_158,0.0,1,,,1,31,31,0.0,0.0
1,346,160,346_160,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,346,159,346_159,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,346,158,346_158,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,345,160,345_160,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,345,159,345_159,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,345,158,345_158,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,345,157,345_157,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,345,156,345_156,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,344,159,344_159,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,344,158,344_158,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
1,344,157,344_157,5485.0,1,1.0,4.0,1,31,31,170035.0,170035.0
4,203,611,203_611,0.0,2,,,2,28,59,0.0,0.0
3,203,610,203_610,0.0,2,,,2,28,59,0.0,0.0
4,202,611,202_611,0.0,2,,,2,28,59,0.0,0.0
3,202,610,202_610,0.0,2,,,2,28,59,0.0,0.0
4,201,611,201_611,0.0,2,,,2,28,59,0.0,0.0
3,201,610,201_610,0.0,2,,,2,28,59,0.0,0.0
4,200,617,200_617,0.0,2,,,2,28,59,0.0,0.0
4,200,616,200_616,0.0,2,,,2,28,59,0.0,0.0
4,200,615,200_615,0.0,2,,,2,28,59,0.0,0.0
4,199,617,199_617,0.0,2,,,2,28,59,0.0,0.0
4,199,616,199_616,0.0,2,,,2,28,59,0.0,0.0
3,199,615,199_615,0.0,2,,,2,28,59,0.0,0.0
4,198,617,198_617,0.0,2,,,2,28,59,0.0,0.0
4,198,616,198_616,0.0,2,,,2,28,59,0.0,0.0
3,198,615,198_615,0.0,2,,,2,28,59,0.0,0.0
4,203,613,203_613,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,203,612,203_612,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,202,614,202_614,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,202,613,202_613,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,202,612,202_612,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,201,614,201_614,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,201,613,201_613,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,201,612,201_612,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,200,614,200_614,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,200,613,200_613,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
4,200,612,200_612,9415.0,2,4.0,10.0,2,28,59,263620.0,263620.0
2,219,640,219_640,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,219,639,219_639,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,219,638,219_638,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,219,637,219_637,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,219,636,219_636,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,219,635,219_635,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,219,634,219_634,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,218,640,218_640,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,218,639,218_639,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,218,638,218_638,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,218,637,218_637,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,218,636,218_636,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,218,635,218_635,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,218,634,218_634,4163.0,2,5.0,25.0,2,28,59,116564.0,116564.0
2,226,642,226_642,0.0,2,,,2,28,59,0.0,0.0
2,226,641,226_641,0.0,2,,,2,28,59,0.0,0.0
2,226,640,226_640,0.0,2,,,2,28,59,0.0,0.0
2,226,639,226_639,0.0,2,,,2,28,59,0.0,0.0
2,226,638,226_638,0.0,2,,,2,28,59,0.0,0.0
2,225,642,225_642,0.0,2,,,2,28,59,0.0,0.0
2,225,641,225_641,0.0,2,,,2,28,59,0.0,0.0
2,225,640,225_640,0.0,2,,,2,28,59,0.0,0.0
2,225,639,225_639,0.0,2,,,2,28,59,0.0,0.0
2,225,638,225_638,0.0,2,,,2,28,59,0.0,0.0
2,224,642,224_642,0.0,2,,,2,28,59,0.0,0.0
2,224,641,224_641,0.0,2,,,2,28,59,0.0,0.0
2,224,640,224_640,0.0,2,,,2,28,59,0.0,0.0
2,224,639,224_639,0.0,2,,,2,28,59,0.0,0.0
2,224,638,224_638,0.0,2,,,2,28,59,0.0,0.0
2,223,642,223_642,0.0,2,,,2,28,59,0.0,0.0
2,223,641,223_641,0.0,2,,,2,28,59,0.0,0.0
2,223,640,223_640,0.0,2,,,2,28,59,0.0,0.0
2,223,639,223_639,0.0,2,,,2,28,59,0.0,0.0
2,223,638,223_638,0.0,2,,,2,28,59,0.0,0.0
2,222,642,222_642,0.0,2,,,2,28,59,0.0,0.0
2,222,641,222_641,0.0,2,,,2,28,59,0.0,0.0
2,222,640,222_640,0.0,2,,,2,28,59,0.0,0.0
2,222,639,222_639,0.0,2,,,2,28,59,0.0,0.0
2,222,638,222_638,0.0,2,,,2,28,59,0.0,0.0
2,224,637,224_637,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,224,636,224_636,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,224,635,224_635,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,224,634,224_634,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,223,637,223_637,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,223,636,223_636,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,223,635,223_635,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,223,634,223_634,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,222,637,222_637,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,222,636,222_636,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,222,635,222_635,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,222,634,222_634,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,221,640,221_640,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,221,639,221_639,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,221,638,221_638,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,221,637,221_637,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,221,636,221_636,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,221,635,221_635,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,221,634,221_634,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,220,640,220_640,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,220,639,220_639,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,220,638,220_638,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,220,637,220_637,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,220,636,220_636,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,220,635,220_635,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,220,634,220_634,2082.0,2,5.0,12.0,2,28,59,58296.0,58296.0
2,226,629,226_629,0.0,2,,,2,28,59,0.0,0.0
2,226,628,226_628,0.0,2,,,2,28,59,0.0,0.0
2,226,627,226_627,0.0,2,,,2,28,59,0.0,0.0
2,226,626,226_626,0.0,2,,,2,28,59,0.0,0.0
